UniProtID,Unnamed: 0,proteinNames,txt_subunit,geneNames,subunitnumber
B5GYY2,228,['Transport protein'],"Composed of two chains; the small (or glutamine) chain promotes the hydrolysis of glutamine to ammonia, which is used by the large (or ammonia) chain to synthesize carbamoyl phosphate. Tetramer of heterodimers (alpha,beta)4.",[],1
E2Q2S3,229,['Putative cation efflux system protein'],"Composed of two chains; the small (or glutamine) chain promotes the hydrolysis of glutamine to ammonia, which is used by the large (or ammonia) chain to synthesize carbamoyl phosphate. Tetramer of heterodimers (alpha,beta)4.",[],1
B5GUY9,230,['Integral membrane efflux protein'],"Composed of two chains; the small (or glutamine) chain promotes the hydrolysis of glutamine to ammonia, which is used by the large (or ammonia) chain to synthesize carbamoyl phosphate. Tetramer of heterodimers (alpha,beta)4.",[],1
E2Q7W1,231,['Phosphodiesterase'],"Composed of two chains; the small (or glutamine) chain promotes the hydrolysis of glutamine to ammonia, which is used by the large (or ammonia) chain to synthesize carbamoyl phosphate. Tetramer of heterodimers (alpha,beta)4.",[],1
E2Q7D5,232,"['4-diphosphocytidyl-2-C-methyl-D-erythritol kinase', 'CMK']","Composed of two chains; the small (or glutamine) chain promotes the hydrolysis of glutamine to ammonia, which is used by the large (or ammonia) chain to synthesize carbamoyl phosphate. Tetramer of heterodimers (alpha,beta)4.","['ispE', 'ispE2', 'SCLAV_2268']",1
B5GWW4,233,"['Phosphatidylinositol phosphate synthase', 'PIP synthase']",Homodimer.,"['pgsA', 'SCLAV_0758']",2
B5H4C0,234,['Choline transport system permease protein opuBB'],Homodimer.,[],2
E2Q8J1,235,['ABC-type quaternary amine transporter'],Homodimer.,[],2
E2PYI2,236,['ABC-type xenobiotic transporter'],Homodimer.,[],2
D5SKP4,237,['ABC-type quaternary amine transporter'],Homodimer.,[],2
D5SKP2,238,['Substrate-binding region of ABC-type glycine betaine transport system'],Homodimer.,[],2
E2Q8J0,239,['ABC transporter permease'],Homodimer.,[],2
E2Q2N4,240,['Putative GMC-family oxidoreductase'],Homodimer.,[],2
E2PZ13,241,['chorismate mutase'],Homodimer.,"['aroH2', 'SCLAV_3273']",2
E2PZH8,242,['Chorismate mutase'],Homodimer.,"['aroH1', 'SCLAV_1209']",2
B5H2A1,243,['chorismate mutase'],Homodimer.,[],2
E2PV56,244,"['Chorismate synthase', 'CS']",Homotetramer.,"['aroC', 'SCLAV_0727']",4
E2PWD1,245,"['L-cysteine:1D-myo-inositol 2-amino-2-deoxy-alpha-D-glucopyranoside ligase', 'L-Cys:GlcN-Ins ligase']",Monomer.,"['cysS', 'mshC', 'SCLAV_0887']",1
B5GRU3,246,['Citrate lyase beta chain'],Monomer.,"['citE', 'SCLAV_5058']",1
E2PZK9,247,['Putative citrate lyase beta chain'],Monomer.,[],1
B5GZX5,248,['Divalent metal ions/citrate complex secondary transporter'],Monomer.,"['citH', 'SCLAV_0928']",1
B5GUR3,249,['Betaine-aldehyde dehydrogenase'],Monomer.,[],1
B5GWT9,250,['Daunorubicin resistance ABC transporter ATPase subunit'],Monomer.,[],1
B5GPY8,251,['Cyclic pyranopterin monophosphate synthase'],Homohexamer; trimer of dimers.,"['moaC', 'SCLAV_2317']",6
E2Q0E0,252,['Heme chaperone HemW'],Homohexamer; trimer of dimers.,[],6
B5H157,253,['Glycine betaine ABC transport system permease protein'],Homohexamer; trimer of dimers.,[],6
E2PW85,254,['Glycine betaine ABC transport ATP-binding protein'],Homohexamer; trimer of dimers.,[],6
B5H0D8,255,['Putative ABC transporter ATP-binding protein'],Homohexamer; trimer of dimers.,[],6
B5GW76,256,['Citrate synthase'],Homohexamer; trimer of dimers.,[],6
E2Q063,257,['Putative citrate synthase 2'],Homohexamer; trimer of dimers.,"['citA', 'SCLAV_3411']",6
E2Q4E2,258,['Citrate synthase'],Homohexamer; trimer of dimers.,"['gltA', 'SCLAV_1907']",6
E2Q1I0,259,['Cytosine deaminase-like metal-dependent hydrolase'],Homohexamer; trimer of dimers.,[],6
E2PWV8,260,['tRNA-specific adenosine deaminase'],Homodimer.,"['cdd', 'tadA', 'SCLAV_3036']",2
E2Q7Q8,261,['enoyl-CoA hydratase'],Homodimer.,[],2
B5GQ29,262,['Putative enoyl-CoA hydratase/isomerase'],Homodimer.,[],2
E2Q6Z3,263,['Enoyl-CoA hydratase'],Homodimer.,[],2
E2PXE3,264,"['CTP synthase', ""Cytidine 5'-triphosphate synthase"", 'Cytidine triphosphate synthetase']",Homotetramer.,"['pyrG', 'SCLAV_0987']",4
E2PWF0,265,['Multicopper oxidase type 2'],Homotetramer.,[],4
E2Q322,266,['Metal transport ABC transporter'],Homotetramer.,"['mntB', 'SCLAV_1700']",4
B5GUX3,267,['Cytochrome bc1 complex cytochrome c subunit'],"The cytochrome bc1 complex is composed of a cytochrome b (QcrB), the Rieske iron-sulfur protein (QcrA) and a diheme cytochrome c (QcrC) subunit.","['qcrC', 'SCLAV_1366']",1
B5GUX2,268,"['Cytochrome bc1 complex Rieske iron-sulfur subunit', 'Cytochrome bc1 reductase complex subunit QcrA', 'Rieske iron-sulfur protein', 'Ubiquinol--cytochrome c reductase iron-sulfur subunit']","The cytochrome bc1 complex is composed of a cytochrome b (QcrB), the Rieske iron-sulfur protein (QcrA) and a diheme cytochrome c (QcrC) subunit.",[],1
B5GUX1,269,['Cytochrome bc1 complex cytochrome b subunit'],"The cytochrome bc1 complex is composed of a cytochrome b (QcrB), the Rieske iron-sulfur protein (QcrA) and a diheme cytochrome c (QcrC) subunit.",[],1
B5GUX9,270,"['Probable cytochrome c oxidase subunit 2', 'Cytochrome aa3 subunit 2', 'Cytochrome c oxidase polypeptide II']","The cytochrome bc1 complex is composed of a cytochrome b (QcrB), the Rieske iron-sulfur protein (QcrA) and a diheme cytochrome c (QcrC) subunit.",[],1
B5GUX8,271,['Cytochrome c oxidase subunit 1'],"Associates with subunits II, III and IV to form cytochrome c oxidase.","['coxa', 'SCLAV_1371']",1
B5GUX4,272,"['cytochrome-c oxidase', 'Cytochrome aa3 subunit 3', 'Cytochrome c oxidase polypeptide III']","Associates with subunits II, III and IV to form cytochrome c oxidase.","['cox', 'SCLAV_1367']",1
B5GYK4,273,"['Protoheme IX farnesyltransferase', 'Heme B farnesyltransferase', 'Heme O synthase']","Associates with subunits II, III and IV to form cytochrome c oxidase.","['ctaB', 'SCLAV_1131']",1
E2PUJ2,274,['Putative cysteine synthase'],"Associates with subunits II, III and IV to form cytochrome c oxidase.",[],1
B5GWR1,275,"['Putative ABC transporter, ATP-binding protein']","Associates with subunits II, III and IV to form cytochrome c oxidase.",[],1
E2PVL5,276,['Putative ABC transporter ATP-binding protein and permease component'],"Associates with subunits II, III and IV to form cytochrome c oxidase.",[],1
B5GZC5,277,['homocysteine desulfhydrase'],"Associates with subunits II, III and IV to form cytochrome c oxidase.",[],1
E2PYF2,278,['1-aminocyclopropane-1-carboxylate deaminase'],"Associates with subunits II, III and IV to form cytochrome c oxidase.","['acd', 'SCLAV_1095']",1
E2Q2S0,279,['Cysteine desulfurase'],"Associates with subunits II, III and IV to form cytochrome c oxidase.",[],1
B5GSN9,280,"['O-phosphoserine sulfhydrylase', 'CysO-thiocarboxylate-dependent cysteine synthase', 'Cysteine synthase B', 'O-phosphoserine-specific cysteine synthase', '[CysO sulfur-carrier protein]-thiocarboxylate-dependent cysteine synthase']",Homodimer.,[],2
E2PUK9,281,['Cysteine synthase a CysK2'],Homodimer.,[],2
B5GZQ3,282,['Cystathionine beta-synthase'],Homodimer.,[],2
B5GXD6,283,['Cytochrome oxidase subunit I'],Homodimer.,[],2
B5GXD7,284,['Putative cytochrome D ubiquinol oxidase subunit II'],Homodimer.,[],2
B5GT04,285,['Cytidine deaminase'],Homodimer.,[],2
E2Q656,286,['Inosine-uridine preferring nucleoside hydrolase'],Homodimer.,"['ybeK', 'SCLAV_0140']",2
E2PVV3,287,['Putative fructose transport system kinase'],Homodimer.,"['frcK', 'SCLAV_4870']",2
B5H299,288,"['Cytidylate kinase', 'CK']",Homodimer.,"['kcy', 'cmk', 'SCLAV_0973']",2
E2Q5G2,289,['Diacylglycerol kinase catalytic region'],Homodimer.,[],2
E2PYB2,290,['D-amino-acid oxidase'],Homodimer.,[],2
E2Q559,291,['Putative proline permease'],Homodimer.,[],2
E2Q2R1,292,['Putative diaminopimelate decarboxylase'],Homodimer.,[],2
B5GL73,293,['Diaminopimelate decarboxylase'],Homodimer.,"['lysA', 'SCLAV_4249']",2
E2PUJ1,294,['Putative amino acid decarboxylase'],Homodimer.,[],2
E2Q6D2,295,['Lysine/ornithine decarboxylase'],Homodimer.,[],2
E2QA46,296,"['Diaminopimelate epimerase', 'DAP epimerase']",Homodimer.,"['dapF', 'dapF2', 'SCLAV_4673']",2
B5GZ30,297,['Phosphatidate cytidylyltransferase'],Homodimer.,"['cdsA', 'SCLAV_4560']",2
E2PUD5,298,['Riboflavin biosynthesis protein RibBA'],Homodimer.,"['ribBA', 'SCLAV_0678']",2
B5GTA6,299,"['dCTP deaminase, dUMP-forming', 'Bifunctional dCTP deaminase:dUTPase', 'DCD-DUT']",Homotrimer.,"['dcd', 'SCLAV_2671']",3
B5H1Q6,300,['Phospho-2-dehydro-3-deoxyheptonate aldolase'],Homotrimer.,"['aroF', 'SCLAV_1331']",3
E2PZC6,301,['Fatty acid desaturase'],Homotrimer.,[],3
B5H2Z4,302,['Putative acyl-[acyl-carrier-protein] desaturase DesA1'],Homodimer.,[],2
E2PV37,303,['Guanylate kinase'],Homodimer.,"['gmk', 'SCLAV_0708']",2
E2PVS7,304,['Putative fatty acid oxidation complex alpha-subunit'],Homodimer.,[],2
E2Q7N4,305,"['Dihydroxy-acid dehydratase', 'DAD']",Homodimer.,"['ilvD', 'SCLAV_2367']",2
E2PYE5,306,['Dihydroxy-acid dehydratase'],Homodimer.,[],2
E2PV27,307,['Putative transcriptional regulator'],Homodimer.,[],2
E2Q763,308,['Dihydroxyacetone kinase phosphotransfer protein'],Homodimer.,[],2
E2Q761,309,['phosphoenolpyruvate--glycerone phosphotransferase'],"Homodimer. The dihydroxyacetone kinase complex is composed of a homodimer of DhaM, a homodimer of DhaK and the subunit DhaL.",[],2
E2Q762,310,['Dihydroxyacetone kinase subunit 2'],"Homodimer. The dihydroxyacetone kinase complex is composed of a homodimer of DhaM, a homodimer of DhaK and the subunit DhaL.","['dak1', 'SCLAV_0233']",2
B5GNV4,311,['Putative cyclohex-1-ene-1-carboxylate:CoA ligase'],"Homodimer. The dihydroxyacetone kinase complex is composed of a homodimer of DhaM, a homodimer of DhaK and the subunit DhaL.",[],2
B5H1S8,312,"['4-hydroxy-tetrahydrodipicolinate reductase', 'HTPA reductase']",Homotetramer.,"['dapB', 'SCLAV_4629']",4
B5H1S3,313,"['4-hydroxy-tetrahydrodipicolinate synthase', 'HTPA synthase']",Homotetramer; dimer of dimers.,"['dapA', 'SCLAV_4634']",4
E2Q3N4,314,['Dihydrofolate synthase/folylpolyglutamate synthase'],Monomer.,[],1
B5GWC6,315,['Octaprenyl carboxylase'],Monomer.,[],1
B5GWC5,316,['4-hydroxybenzoate polyprenyltransferase'],Monomer.,"['ubiA', 'SCLAV_3546']",1
B5H3W7,317,"['1,4-dihydroxy-6-naphtoate synthase']",Monomer.,"['mqnD', 'SCLAV_3306']",1
E2Q8J4,318,"['7,8-dihydroneopterin aldolase']",Monomer.,"['folX', 'SCLAV_2409']",1
E2PV40,319,['Dihydroorotate dehydrogenase (quinone)'],Monomer.,[],1
B5H1V1,320,['D-aminoacylase'],Monomer.,[],1
E2PWH0,321,['Acyl dehydratase'],Monomer.,[],1
B5GUR4,322,['Extradiol ring-cleavage dioxygenase'],Monomer.,[],1
E2Q4R4,323,"['Dihydropteroate synthase', 'DHPS']",Homodimer.,[],2
B5GPB3,324,"['Dihydropteroate synthase', 'DHPS']",Homodimer.,[],2
B5GWZ1,325,"['3-dehydroquinate synthase', 'DHQS']",Homodimer.,"['aroB', 'SCLAV_0725']",2
B5GMF2,326,['2-epi-5-epi-valiolone synthase'],Homodimer.,[],2
B5GWZ2,327,"['3-dehydroquinate dehydratase', '3-dehydroquinase']",Homododecamer.,"['aroQ', 'SCLAV_0724']",12
E2Q1B6,328,['Aminodeoxyfutalosine synthase'],Homododecamer.,"['mqnE', 'SCLAV_3549']",12
E2Q1C4,329,"['Cyclic dehypoxanthine futalosine synthase', 'Cyclic DHFL synthase', 'Dehypoxanthine futalosine cyclase', 'DHFL cyclase', 'Menaquinone biosynthetic enzyme MqnC']",Homododecamer.,"['mqnC', 'SCLAV_3557']",12
E2Q2N0,330,['Geranylgeranyl diphosphate synthase'],Homododecamer.,[],12
E2PZ47,331,['Polyprenyl diphosphate synthase'],Homododecamer.,"['hopB', 'SCLAV_5236']",12
B5GWG3,332,['Isoprenyl diphosphate synthase'],Homododecamer.,[],12
E2Q9H0,333,['Putative polyprenyl synthetase'],Homododecamer.,[],12
E2Q493,334,"['4-hydroxy-3-methylbut-2-enyl diphosphate reductase', 'HMBPP reductase']",Homododecamer.,"['ispH', 'ispH2', 'SCLAV_3957']",12
E2QA66,335,"[""DNA 3'-5' helicase""]",Homododecamer.,[],12
E2Q9R5,336,['Ion-transporting ATPase'],Homododecamer.,[],12
B5GZG8,337,['NTP pyrophosphohydrolase'],Homododecamer.,[],12
E2Q4N1,338,['8-oxo-dGTP diphosphatase'],Homododecamer.,"['mutT', 'SCLAV_3966']",12
E2PXE2,339,['ADP-ribose pyrophosphatase'],Homododecamer.,"['nudF', 'SCLAV_0986']",12
B5GXL0,340,['Dephospho-CoA kinase'],Homododecamer.,"['coaE', 'SCLAV_1183']",12
E2Q7X9,341,"['Ketol-acid reductoisomerase (NADP(+))', 'KARI', 'Acetohydroxy-acid isomeroreductase', 'AHIR', 'Alpha-keto-beta-hydroxylacyl reductoisomerase']",Homododecamer.,"['ilvC', 'ilvC2', 'SCLAV_4440']",12
E2PYM9,342,['Sugar kinase'],Homododecamer.,[],12
B5GSY1,343,['Deoxyribose-phosphate aldolase'],Homododecamer.,"['deoC', 'SCLAV_3819']",12
E2Q484,344,['Fumarate hydratase class I'],Homodimer.,[],2
E2Q9M8,345,['Thymidylate kinase'],Homodimer.,"['tmk', 'SCLAV_2533']",2
E2QA89,346,['Thymidine kinase'],Homotetramer.,"['tdk', 'SCLAV_4716']",4
E2PUV8,347,"[""Deoxyuridine 5'-triphosphate nucleotidohydrolase"", 'dUTPase']",Homotetramer.,"['dut', 'SCLAV_4782']",4
E2Q948,348,"['1-deoxy-D-xylulose 5-phosphate reductoisomerase', 'DXP reductoisomerase', '1-deoxyxylulose-5-phosphate reductoisomerase', '2-C-methyl-D-erythritol 4-phosphate synthase']",Homotetramer.,"['dxr', 'SCLAV_4590']",4
E2PVS4,349,['1-deoxy-D-xylulose-5-phosphate synthase'],Homodimer.,"['dxs', 'dxs2', 'SCLAV_4841']",2
B5GYJ0,350,['Glyceraldehyde-3-phosphate dehydrogenase'],Homodimer.,"['gap1', 'SCLAV_1148']",2
E2Q3X2,351,['enoyl-CoA hydratase'],Homodimer.,"['echA4', 'SCLAV_3838']",2
B5GMB2,352,['Probable enoyl-CoA hydratase echA8'],Homodimer.,[],2
E2Q1Y1,353,['2-dehydro-3-deoxy-phosphogluconate aldolase'],Homotrimer.,"['kdgA', 'SCLAV_1532']",3
E2Q6G3,354,"['Enolase', '2-phospho-D-glycerate hydro-lyase', '2-phosphoglycerate dehydratase']",Homotrimer.,"['eno', 'SCLAV_2214']",3
B5H0R7,355,['Phosphopantetheinyl transferase'],Homotrimer.,[],3
E2PW80,356,['Ethanolamine transporter'],Homotrimer.,[],3
E2Q4H4,357,['Acyl-CoA thioesterase 2'],Homotetramer.,"['tesB', 'SCLAV_1939']",4
E2PY11,358,['Acyl-CoA synthetase'],Homotetramer.,[],4
B5GRM4,359,['Acyl-CoA synthetase'],Homotetramer.,[],4
E2Q060,360,['4-coumarate CoA ligase'],Homotetramer.,[],4
B5GWK7,361,['Acyl-CoA synthetase'],Homotetramer.,[],4
E2Q6Z7,362,"['Putative acyl-CoA synthetase, long-chain fatty acid:CoA ligase']",Homotetramer.,[],4
E2Q6Z4,363,['FadD-like protein'],Homotetramer.,[],4
E2Q9D8,364,['AMP-dependent synthetase and ligase'],Homotetramer.,[],4
B5H3W2,365,['Electron transfer flavoprotein subunit beta'],Heterodimer of an alpha and a beta subunit.,[],1
E2PUG1,366,['Iron-sulfur-binding reductase'],Heterodimer of an alpha and a beta subunit.,[],1
E2Q837,367,['Electron transfer flavoprotein subunit beta'],Heterodimer of an alpha and a beta subunit.,[],1
E2Q836,368,['Electron transfer flavoprotein'],Heterodimer of an alpha and a beta subunit.,[],1
E2PUP3,369,['Bifunctional cytochrome P450/NADPH--P450 reductase'],Heterodimer of an alpha and a beta subunit.,[],1
E2PYA6,370,['Fatty acid oxidation complex alpha-subunit'],Heterodimer of an alpha and a beta subunit.,[],1
E2PYA5,371,['Acetyl-CoA acetyltransferase'],Heterodimer of an alpha and a beta subunit.,[],1
E2PW59,372,['3-hydroxybutyryl-CoA dehydrogenase'],Heterodimer of an alpha and a beta subunit.,[],1
B5H0X6,373,['Enoyl-[acyl-carrier-protein] reductase [NADH]'],Heterodimer of an alpha and a beta subunit.,"['fabI', 'SCLAV_1027']",1
B5GQL9,374,"['Beta-ketoacyl-[acyl-carrier-protein] synthase III', '3-oxoacyl-[acyl-carrier-protein] synthase 3', '3-oxoacyl-[acyl-carrier-protein] synthase III']",Homodimer.,"['fabH1', 'fabH', 'SCLAV_1626']",2
E2Q1M5,375,['Putative oxidoreductase'],Homodimer.,[],2
B5GNY0,376,['Ketose-bisphosphate aldolase'],Homodimer.,[],2
E2Q9Z3,377,"['Fructose-bisphosphate aldolase', 'FBP aldolase']",Homodimer.,[],2
E2Q4Y8,378,['Histidinol-phosphatase'],Homodimer.,[],2
B5GTU7,379,"['Fructose-1,6-bisphosphatase']",Homodimer.,"['glpX', 'SCLAV_3951']",2
B5GUQ5,380,['Coproporphyrin III ferrochelatase'],Homodimer.,"['hemH', 'cpfC', 'SCLAV_4791']",2
B5H2L5,381,['Acyl-CoA thioesterase 2'],Homotetramer.,[],4
B5GRK9,382,['Putative oxidoreductase'],Homotetramer.,[],4
B5GXJ9,383,['Formate dehydrogenase'],Homotetramer.,[],4
E2PUY4,384,['Putative monooxygenase'],Homotetramer.,[],4
B5GM90,385,['FMNH2-utilizing oxygenase'],Homotetramer.,[],4
E2Q146,386,['Luciferase family protein'],Homotetramer.,[],4
E2Q4F6,387,['ABC transporter protein'],Homotetramer.,[],4
E2PXF3,388,['Putative iron-siderophore uptake ABC transporter ATP-binding protein'],Homotetramer.,[],4
B5GU02,389,"['Cobalamin/Fe3+-siderophores transport system, permease component']",Homotetramer.,[],4
E2Q8E2,390,"['Cobalamin/Fe3+-siderophores transport system, permease component']",Homotetramer.,[],4
E2Q1U1,391,['Putative permease of the major facilitator superfamily'],Homotetramer.,[],4
B5GWF3,392,['NADH-quinone oxidoreductase'],Homotetramer.,"['nuoG1', 'SCLAV_3570']",4
E2Q964,393,['Riboflavin biosynthesis protein'],Homotetramer.,[],4
B5GWL9,394,['Putative NADPH-dependent FMN reductase'],Homotetramer.,[],4
E2PYD5,395,['NADH:flavin oxidoreductase/NADH oxidase'],Homotetramer.,[],4
D5SKF2,396,['Putative NADH/NADPH-dependent FMN reductase'],Homotetramer.,[],4
B5GPB5,397,['2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase'],Homotetramer.,"['folK', 'SCLAV_2410']",4
E2Q3U9,398,['Sarcosine dehydrogenase'],Homotetramer.,[],4
E2Q4L2,399,['Amidase'],Homotetramer.,[],4
E2PZK8,400,['Putative acyl-CoA transferase'],Homotetramer.,[],4
E2Q4N5,401,['Putative succinate dehydrogenase flavoprotein subunit Complex II'],Homotetramer.,[],4
B5GTW6,402,['Fumarate reductase iron-sulfur subunit'],Homotetramer.,[],4
B5H3R6,403,['Succinate dehydrogenase cytochrome b-556 subunit'],Homotetramer.,[],4
B5H3R7,404,['Succinate dehydrogenase membrane subunit'],Homotetramer.,[],4
B5H3R8,405,['Succinate dehydrogenase flavoprotein subunit'],Homotetramer.,[],4
B5H3R9,406,['Succinate dehydrogenase iron-sulfur subunit'],Homotetramer.,[],4
E2Q9C2,407,['Oxidoreductase'],Homotetramer.,[],4
E2Q277,408,['Putative oxidoreductase'],Homotetramer.,[],4
E2PYZ9,409,['Sugar kinase'],Homotetramer.,[],4
C6GZ87,410,['Glucose permease'],Homotetramer.,"['glcP', 'glkP', 'SCLAV_4529']",4
E2Q7I7,411,['5-formyltetrahydrofolate cyclo-ligase'],Homotetramer.,[],4
E2Q078,412,['Formyltetrahydrofolate deformylase'],Homotetramer.,"['purU', 'SCLAV_3426']",4
B5GTU1,413,"['Fumarate hydratase class II', 'Fumarase C', 'Aerobic fumarase', 'Iron-independent fumarase']",Homotetramer.,"['fumC', 'SCLAV_3946']",4
B5GWG1,414,['fumarylacetoacetase'],Homotetramer.,[],4
B5GWD7,415,['Chorismate dehydratase'],Homotetramer.,"['mqnA', 'SCLAV_3556']",4
B5H3J3,416,['Nucleotide sugar-1-phosphate transferase'],Homotetramer.,[],4
B5GPR6,417,['Bifunctional protein GlmU'],Homotrimer.,"['glmU', 'SCLAV_2243']",3
B5GZD7,418,['Transferase'],Homotrimer.,[],3
B5GZD0,419,"['Glutamate-1-semialdehyde 2,1-aminomutase']",Homotrimer.,[],3
B5GWB7,420,"['Glutamate-1-semialdehyde 2,1-aminomutase', 'GSA']",Homodimer.,"['hemL', 'SCLAV_3538']",2
E2PUU2,421,['Histidinol-phosphatase'],Homodimer.,[],2
B5GNY6,422,['ABC transporter solute-binding protein'],Homodimer.,[],2
E2Q0A9,423,['FAD dependent oxidoreductase'],Homodimer.,[],2
E2Q8W5,424,"['Glycerol-3-phosphate dehydrogenase [NAD(P)+]', 'NAD(P)(+)-dependent glycerol-3-phosphate dehydrogenase', 'NAD(P)H-dependent dihydroxyacetone-phosphate reductase']",Homodimer.,"['gpdA', 'gpsA', 'gpsA2', 'SCLAV_4508']",2
E2Q361,425,['glycerol-3-phosphate dehydrogenase'],Homodimer.,[],2
B5GMF7,426,"['HAD-superfamily hydrolase, subfamily IA, variant 3']",Homodimer.,[],2
E2Q767,427,"['Glucosamine-6-phosphate deaminase', 'GlcN6P deaminase', 'GNPDA', 'Glucosamine-6-phosphate isomerase']",Homodimer.,"['nagB', 'SCLAV_0238']",2
E2PYJ1,428,"['Glucose-6-phosphate 1-dehydrogenase', 'G6PD']",Homodimer.,"['zwf', 'SCLAV_1135']",2
E2PZG0,429,['Glucose-methanol-choline oxidoreductase'],Homodimer.,[],2
B5GXE3,430,"['Carbohydrate ABC transporter substrate-binding protein, CUT1 family']",Homodimer.,[],2
B5GUV7,431,['ABC transporter ATP-binding protein'],Homodimer.,[],2
B5GT07,432,['Putative sugar ABC transporter ATP-binding protein'],Homodimer.,[],2
E2PWC6,433,"['Sugar ABC transporter, ATP-binding protein']",Homodimer.,[],2
E2Q198,434,['Major facilitator protein'],Homodimer.,[],2
E2Q7C1,435,['Galactokinase'],Homodimer.,[],2
E2PZ54,436,['Alpha-galactosidase'],Homodimer.,"['agaB3', 'SCLAV_5243']",2
E2Q7C3,437,['Galactose-1-phosphate uridylyltransferase'],Homodimer.,[],2
B5GPZ1,438,['UTP--glucose-1-phosphate uridylyltransferase'],Homodimer.,[],2
D5SL13,439,['Staurosporine biosynthesis glucose-1-phosphate thymidyltransferase StaA'],Homodimer.,"['staA', 'SCLAV_p1120']",2
B5GPN3,440,['Sugar phosphate permease'],Homodimer.,[],2
E2Q1F0,441,['Glyceraldehyde-3-phosphate dehydrogenase'],Homodimer.,[],2
E2Q392,442,"['Phosphoribosylglycinamide formyltransferase', ""5'-phosphoribosylglycinamide transformylase"", 'GAR transformylase', 'GART']",Homodimer.,"['purN', 'SCLAV_3735']",2
B5GV08,443,['Dihydrolipoyl dehydrogenase'],Homodimer.,[],2
B5GYZ6,444,"['Glycine dehydrogenase (decarboxylating)', 'Glycine cleavage system P-protein', 'Glycine decarboxylase', 'Glycine dehydrogenase (aminomethyl-transferring)']","The glycine cleavage system is composed of four proteins: P, T, L and H.","['gcsP', 'gcvP', 'SCLAV_0609']",1
B5GVF5,445,['Aminomethyltransferase'],"The glycine cleavage system is composed of four proteins: P, T, L and H.","['gcvT', 'SCLAV_4401']",1
E2Q3I4,446,['Flavoprotein disulfide reductase'],"The glycine cleavage system is composed of four proteins: P, T, L and H.",[],1
E2QA47,447,['Putative ppGpp synthetase/hydrolase'],"The glycine cleavage system is composed of four proteins: P, T, L and H.","['relA2', 'SCLAV_4674']",1
B5GV72,448,['Putative NUDIX hydrolase family protein'],Homodimer.,[],2
B5GZN2,449,['Nucleoside triphosphate pyrophosphohydrolase'],Homodimer.,[],2
B5GX12,450,['Glutamine--fructose-6-phosphate aminotransferase [isomerizing]'],Homodimer.,"['glmS', 'SCLAV_3673']",2
B5H1N2,451,"['Glutamine--fructose-6-phosphate aminotransferase [isomerizing]', 'D-fructose-6-phosphate amidotransferase', 'GFAT', 'Glucosamine-6-phosphate synthase', 'Hexosephosphate aminotransferase', 'L-glutamine--D-fructose-6-phosphate amidotransferase']",Homodimer.,"['glmS', 'SCLAV_1955']",2
E2Q939,452,['Oxidoreductase'],Homodimer.,[],2
B5GP07,453,['FAD dependent oxidoreductase'],Homodimer.,[],2
E2PUX2,454,['L-glutamine synthetase'],Homodimer.,[],2
E2PX29,455,['Glutathione hydrolase proenzyme'],"This enzyme consists of two polypeptide chains, which are synthesized in precursor form from a single polypeptide.",[],1
B5GV69,456,['Putative 3-hydroxyisobutyrate dehydrogenase'],"This enzyme consists of two polypeptide chains, which are synthesized in precursor form from a single polypeptide.","['mmsB', 'SCLAV_1880']",1
B5GVF3,457,['Serine hydroxymethyltransferase'],Homodimer.,"['glyA', 'SCLAV_4399']",2
E2Q6N7,458,['Serine hydroxymethyltransferase'],Homodimer.,"['glyA', 'SCLAV_4262']",2
B5H2V9,459,['Serine hydroxymethyltransferase'],Homodimer.,"['glyA', 'SCLAV_3757']",2
E2Q6X1,460,"['1,4-alpha-glucan branching enzyme GlgB', '1,4-alpha-D-glucan:1,4-alpha-D-glucan 6-glucosyl-transferase', 'Alpha-(1->4)-glucan branching enzyme', 'Glycogen branching enzyme', 'BE']",Monomer.,"['glgB', 'glgB2', 'SCLAV_4347']",1
E2Q5F7,461,['Sugar ABC transporter permease protein'],Monomer.,"['dasC', 'SCLAV_4096']",1
E2Q1X1,462,"['Carbohydrate ABC transporter membrane protein 1, CUT1 family']",Monomer.,[],1
E2Q7X3,463,['Oxidoreductase'],Monomer.,[],1
E2Q9R2,464,['Glucose/sorbosone dehydrogenase'],Monomer.,[],1
B5GZZ3,465,['Gluconate permease'],Monomer.,[],1
E2Q6X5,466,['glycogen phosphorylase'],Monomer.,"['glgP', 'SCLAV_4351']",1
D5SL40,467,['glucarate dehydratase'],Monomer.,[],1
B5GU71,468,['Transmembrane transport protein'],Monomer.,[],1
E2PVW3,469,['Glycogen debranching enzyme'],Monomer.,[],1
B5GRR4,470,['Putative glutamate ABC transporter permease'],Monomer.,[],1
B5GYA8,471,['Glutamate binding protein'],Monomer.,"['gluB', 'SCLAV_4662']",1
E2Q4L3,472,['Putative polar amino acid ABC transporter substrate-binding protein'],Monomer.,[],1
E2Q1S4,473,['Glutamine synthetase'],Monomer.,[],1
E2Q0W7,474,['Glutamine synthetase'],Homooctamer and homotetramer.,"['glnA3', 'SCLAV_1431']",8
E2Q0V2,475,['Glutamine synthetase'],Oligomer of 12 subunits arranged in the form of two hexagons.,"['glnA2', 'SCLAV_1416']",12
